,District,Crop,Season,Stage,Attribute,Govt_Sowing_Window,Govt_Harvest_Window,Recommended_Task_Window,Optimum_Range,Slightly_Low_Range,Slightly_Low_Risk,Slightly_Low_Action,Very_Low_Range,Very_Low_Risk,Very_Low_Action,Slightly_High_Range,Slightly_High_Risk,Slightly_High_Action,Very_High_Range,Very_High_Risk,Very_High_Action,Reference_Source,Stage_Cost_INR_per_acre,Cumulative_Cost_INR_per_acre,Min_Value,Max_Value,Unit
256,Belagavi,Green Gram,Kharif,Germination & Establishment,Soil Nitrogen,23 May – 22 Jun,31 Aug – 30 Sep,23 May – 11 Jun,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,42600,100,150,kg/ha
256,Belagavi,Green Gram,Kharif,Germination & Establishment,Soil Phosphorus,23 May – 22 Jun,31 Aug – 30 Sep,23 May – 11 Jun,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,42600,50,75,kg/ha
256,Belagavi,Green Gram,Kharif,Germination & Establishment,Soil Potassium,23 May – 22 Jun,31 Aug – 30 Sep,23 May – 11 Jun,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,42600,40,60,kg/ha
257,Belagavi,Green Gram,Kharif,Germination & Establishment,Rainfall,23 May – 22 Jun,31 Aug – 30 Sep,23 May – 11 Jun,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1600,42600,20,40,mm/week
258,Belagavi,Green Gram,Kharif,Germination & Establishment,Humidity,23 May – 22 Jun,31 Aug – 30 Sep,23 May – 11 Jun,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1600,42600,60,80,
259,Belagavi,Green Gram,Kharif,Vegetative Growth,Temperature,23 May – 22 Jun,31 Aug – 30 Sep,12 Jun – 21 Jul,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2200,44800,22,32,°C
260,Belagavi,Green Gram,Kharif,Vegetative Growth,Rainfall,23 May – 22 Jun,31 Aug – 30 Sep,12 Jun – 21 Jul,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2200,44800,30,60,mm/week
261,Belagavi,Green Gram,Kharif,Vegetative Growth,Humidity,23 May – 22 Jun,31 Aug – 30 Sep,12 Jun – 21 Jul,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2200,44800,60,80,
262,Belagavi,Green Gram,Kharif,Flowering & Pod Formation,Temperature,23 May – 22 Jun,31 Aug – 30 Sep,22 Jul – 23 Aug,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor pod set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICRISAT,2400,47200,21,30,°C
263,Belagavi,Green Gram,Kharif,Flowering & Pod Formation,Rainfall,23 May – 22 Jun,31 Aug – 30 Sep,22 Jul – 23 Aug,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2400,47200,30,50,mm/week
264,Belagavi,Green Gram,Kharif,Flowering & Pod Formation,Humidity,23 May – 22 Jun,31 Aug – 30 Sep,22 Jul – 23 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,47200,60,80,
265,Belagavi,Green Gram,Kharif,Pod Development & Maturity,Temperature,23 May – 22 Jun,31 Aug – 30 Sep,24 Aug – 30 Sep,20-28 °C,28–30 °C,Reduced seed filling,Maintain moisture,<18 °C,Poor seed development,Avoid stress,30–33 °C,Shriveled seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2000,49200,20,28,°C
266,Belagavi,Green Gram,Kharif,Pod Development & Maturity,Rainfall,23 May – 22 Jun,31 Aug – 30 Sep,24 Aug – 30 Sep,20-40 mm/week,40–50 mm,Pod rot risk,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Pod rot,Field drainage,FAO,2000,49200,20,40,mm/week
267,Belagavi,Green Gram,Kharif,Pod Development & Maturity,Humidity,23 May – 22 Jun,31 Aug – 30 Sep,24 Aug – 30 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,49200,60,80,
268,Belagavi,Groundnut,Kharif,Germination & Establishment,Temperature,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICRISAT, ICAR",1800,20800,20,30,°C
268,Belagavi,Groundnut,Kharif,Germination & Establishment,Soil Nitrogen,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,25-30 kg/ha,19–24 kg/ha,"Pale green leaves, poor nodulation",Check Rhizobium inoculation,< 18 kg/ha,"Severe chlorosis, stunted growth",Small starter dose of N,31–37 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 38 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,20800,25,30,kg/ha
268,Belagavi,Groundnut,Kharif,Germination & Establishment,Soil Phosphorus,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,50-75 kg/ha,38–49 kg/ha,"Dark green dull leaves, poor pod filling",Apply SSP (Single Super Phosphate),< 37 kg/ha,"Restricted root growth, empty pods (pops)",Foliar spray of DAP,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,20800,50,75,kg/ha
268,Belagavi,Groundnut,Kharif,Germination & Establishment,Soil Potassium,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,25-30 kg/ha,19–24 kg/ha,Leaf margin scorching,Apply Gypsum (for Ca/S) and K,< 18 kg/ha,Poor kernel development,Potash application,31–37 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 38 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,20800,25,30,kg/ha
269,Belagavi,Groundnut,Kharif,Germination & Establishment,Rainfall,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,25-50 mm/week,15–25 mm,Moisture stress,Supplemental irrigation,<15 mm,Seed failure,Immediate irrigation,50–70 mm,Seed rot,Improve drainage,>70 mm,Waterlogging,Ensure drainage,"FAO, ICRISAT",1800,20800,25,50,mm/week
270,Belagavi,Groundnut,Kharif,Germination & Establishment,Humidity,8 Jun – 8 Jul,9 Oct – 8 Nov,8 Jun – 30 Jun,60-75 %,75–80 %,Fungal disease risk,Improve aeration,>80 %,Severe seedling disease,Reduce moisture,80–85 %,Seed rot / Damping off,Ensure drainage,>85 %,Seedling mortality,Improve drainage,ICRISAT,1800,20800,60,75,
271,Belagavi,Groundnut,Kharif,Vegetative Growth,Temperature,8 Jun – 8 Jul,9 Oct – 8 Nov,1 Jul – 15 Aug,22-32 °C,20–22 °C,Slow vegetative growth,Maintain moisture,<20 °C,Stunted growth,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2500,23300,22,32,°C
272,Belagavi,Groundnut,Kharif,Vegetative Growth,Rainfall,8 Jun – 8 Jul,9 Oct – 8 Nov,1 Jul – 15 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2500,23300,30,60,mm/week
273,Belagavi,Groundnut,Kharif,Vegetative Growth,Humidity,8 Jun – 8 Jul,9 Oct – 8 Nov,1 Jul – 15 Aug,60-70 %,70–75 %,Leaf disease risk,Improve airflow,>75 %,Disease outbreak,Monitor crop,80–85 %,Leaf spot (Tikka) risk,Monitor for leaf spots,>85 %,Rust / Stem rot outbreak,Apply fungicide,ICAR,2500,23300,60,70,
274,Belagavi,Groundnut,Kharif,Flowering & Pegging,Temperature,8 Jun – 8 Jul,9 Oct – 8 Nov,16 Aug – 23 Sep,22-30 °C,20–22 °C,Flower drop,Maintain moisture,<20 °C,Poor peg formation,Avoid stress,30–33 °C,Reduced pegging,Mulching,>33 °C,Peg abortion,Irrigate immediately,ICRISAT,3000,26300,22,30,°C
275,Belagavi,Groundnut,Kharif,Flowering & Pegging,Rainfall,8 Jun – 8 Jul,9 Oct – 8 Nov,16 Aug – 23 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Poor peg penetration,Immediate irrigation,50–70 mm,Peg damage,Drain excess water,>70 mm,Waterlogging,Emergency drainage,FAO,3000,26300,30,50,mm/week
276,Belagavi,Groundnut,Kharif,Flowering & Pegging,Humidity,8 Jun – 8 Jul,9 Oct – 8 Nov,16 Aug – 23 Sep,60-70 %,70–75 %,Disease risk,Improve aeration,>75 %,Fungal infection,Monitor crop,80–85 %,Leaf spot (Tikka) risk,Monitor for leaf spots,>85 %,Rust / Stem rot outbreak,Apply fungicide,ICRISAT,3000,26300,60,70,
277,Belagavi,Groundnut,Kharif,Pod Development & Maturity,Temperature,8 Jun – 8 Jul,9 Oct – 8 Nov,24 Sep – 8 Nov,20-28 °C,28–30 °C,Reduced pod filling,Maintain moisture,<18 °C,Poor pod development,Avoid stress,30–33 °C,Small pods,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2200,28500,20,28,°C
278,Belagavi,Groundnut,Kharif,Pod Development & Maturity,Rainfall,8 Jun – 8 Jul,9 Oct – 8 Nov,24 Sep – 8 Nov,20-40 mm/week,40–50 mm,Pod rot risk,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Pod rot,Field drainage,FAO,2200,28500,20,40,mm/week
279,Belagavi,Groundnut,Kharif,Pod Development & Maturity,Humidity,8 Jun – 8 Jul,9 Oct – 8 Nov,24 Sep – 8 Nov,55-65 %,65–70 %,Mold risk,Harvest timely,>70 %,Pod mold,Early harvest,75–80 %,Aflatoxin contamination risk,Harvest at correct maturity,>80 %,Pod sprouting / Rot,Harvest and dry quickly,ICRISAT,2200,28500,55,65,
280,Belagavi,Jowar,Kharif,Germination & Establishment,Temperature,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,20-30 °C,18–20 °C,Slow germination,Ensure soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICAR, FAO",1500,42300,20,30,°C
280,Belagavi,Jowar,Kharif,Germination & Establishment,Soil Nitrogen,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1500,42300,100,150,kg/ha
280,Belagavi,Jowar,Kharif,Germination & Establishment,Soil Phosphorus,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1500,42300,50,75,kg/ha
280,Belagavi,Jowar,Kharif,Germination & Establishment,Soil Potassium,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1500,42300,40,60,kg/ha
281,Belagavi,Jowar,Kharif,Germination & Establishment,Rainfall,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1500,42300,20,40,mm/week
282,Belagavi,Jowar,Kharif,Germination & Establishment,Humidity,1 Jun – 1 Jul,22 Sep – 22 Oct,1 Jun – 22 Jun,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1500,42300,60,80,
283,Belagavi,Jowar,Kharif,Vegetative Growth,Temperature,1 Jun – 1 Jul,22 Sep – 22 Oct,23 Jun – 4 Aug,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf rolling,Mulching,>35 °C,Heat stress,Light irrigation,ICAR,2000,44300,22,32,°C
284,Belagavi,Jowar,Kharif,Vegetative Growth,Rainfall,1 Jun – 1 Jul,22 Sep – 22 Oct,23 Jun – 4 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2000,44300,30,60,mm/week
285,Belagavi,Jowar,Kharif,Vegetative Growth,Humidity,1 Jun – 1 Jul,22 Sep – 22 Oct,23 Jun – 4 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,44300,60,80,
286,Belagavi,Jowar,Kharif,Flowering & Grain Formation,Temperature,1 Jun – 1 Jul,22 Sep – 22 Oct,5 Aug – 9 Sep,21-30 °C,18–21 °C,Delayed flowering,Maintain moisture,<18 °C,Poor grain set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICAR,1800,46100,21,30,°C
287,Belagavi,Jowar,Kharif,Flowering & Grain Formation,Rainfall,1 Jun – 1 Jul,22 Sep – 22 Oct,5 Aug – 9 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,1800,46100,30,50,mm/week
288,Belagavi,Jowar,Kharif,Flowering & Grain Formation,Humidity,1 Jun – 1 Jul,22 Sep – 22 Oct,5 Aug – 9 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1800,46100,60,80,
289,Belagavi,Jowar,Kharif,Maturity & Harvesting,Temperature,1 Jun – 1 Jul,22 Sep – 22 Oct,10 Sep – 22 Oct,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,1500,47600,20,28,°C
290,Belagavi,Jowar,Kharif,Maturity & Harvesting,Rainfall,1 Jun – 1 Jul,22 Sep – 22 Oct,10 Sep – 22 Oct,20-40 mm/week,40–50 mm,Grain spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,1500,47600,20,40,mm/week
291,Belagavi,Jowar,Kharif,Maturity & Harvesting,Humidity,1 Jun – 1 Jul,22 Sep – 22 Oct,10 Sep – 22 Oct,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1500,47600,60,80,
292,Belagavi,Maize,Kharif,Germination & Establishment,Temperature,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,18-30 °C,16–18 °C,Slow emergence,Ensure soil moisture,<16 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"CIMMYT, ICAR",2000,20000,18,30,°C
292,Belagavi,Maize,Kharif,Germination & Establishment,Soil Nitrogen,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,150-200 kg/ha,113–149 kg/ha,"V-shaped yellowing on lower leaves, stunted growth",Top dress Urea at knee-high stage,< 112 kg/ha,"Severe stunting, thin stalks, firing of lower leaves",Immediate soil drenching with Urea,201–250 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 251 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,20000,150,200,kg/ha
292,Belagavi,Maize,Kharif,Germination & Establishment,Soil Phosphorus,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,75-100 kg/ha,57–74 kg/ha,"Purple tint on leaves (anthocyanin), slow growth",Apply DAP or SSP near root zone,< 56 kg/ha,"Defective ear formation, delayed maturity",Foliar spray of 19:19:19 or DAP,101–125 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 126 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,20000,75,100,kg/ha
292,Belagavi,Maize,Kharif,Germination & Establishment,Soil Potassium,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,40-50 kg/ha,31–39 kg/ha,"Scorched leaf margins (firing), lodging",Apply Muriate of Potash (MOP),< 30 kg/ha,"Empty cob tips, weak stalks, poor grain filling",Foliar spray of Potassium Nitrate,51–62 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 63 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,20000,40,50,kg/ha
293,Belagavi,Maize,Kharif,Germination & Establishment,Rainfall,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,20-40 mm/week,10–20 mm,Low soil moisture,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Waterlogging risk,Drain excess water,>60 mm,Seed rot,Ensure drainage,FAO,2000,20000,20,40,mm/week
294,Belagavi,Maize,Kharif,Germination & Establishment,Humidity,1 Jun – 1 Jul,1 Oct – 31 Oct,1 Jun – 23 Jun,60-80 %,80–85 %,Disease risk,Improve aeration,>85 %,Fungal outbreak,Avoid excess moisture,80–85 %,Seed rot / Damping off,Ensure good drainage,>85 %,Poor stand establishment,"Re-sow if necessary, treat seeds",CIMMYT,2000,20000,60,80,
295,Belagavi,Maize,Kharif,Vegetative Growth,Temperature,1 Jun – 1 Jul,1 Oct – 31 Oct,24 Jun – 16 Aug,20-32 °C,18–20 °C,Slow leaf growth,Maintain moisture,<18 °C,Stunted growth,Avoid stress,32–35 °C,Leaf rolling,Mulching,>35 °C,Heat stress,Light irrigation,CIMMYT,3000,23000,20,32,°C
296,Belagavi,Maize,Kharif,Vegetative Growth,Rainfall,1 Jun – 1 Jul,1 Oct – 31 Oct,24 Jun – 16 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,3000,23000,30,60,mm/week
297,Belagavi,Maize,Kharif,Vegetative Growth,Humidity,1 Jun – 1 Jul,1 Oct – 31 Oct,24 Jun – 16 Aug,60-75 %,75–80 %,Disease favoring,Improve airflow,>80 %,Leaf disease outbreak,Monitor crop,80–85 %,Fungal leaf blight risk,Improve field aeration,>85 %,Stalk rot / Severe blight,Apply recommended fungicide,ICAR,3000,23000,60,75,
298,Belagavi,Maize,Kharif,Flowering & Tasseling,Temperature,1 Jun – 1 Jul,1 Oct – 31 Oct,17 Aug – 24 Sep,21-30 °C,18–21 °C,Delayed tasseling,Maintain moisture,<18 °C,Poor pollen viability,Avoid stress,30–33 °C,Poor pollination,Mulching + irrigation,>33 °C,Pollen sterility,Emergency irrigation,CIMMYT,2500,25500,21,30,°C
299,Belagavi,Maize,Kharif,Flowering & Tasseling,Rainfall,1 Jun – 1 Jul,1 Oct – 31 Oct,17 Aug – 24 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Pollination failure,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2500,25500,30,50,mm/week
